,reviewContent,sentiment
17866,"The product is very good, unfortunately in this color it came a little defective since it had stains on the bands, worse outside of that I liked it.",positive
17867,Constantly return out of the ears. Uncomfortable.,negative
17868,"Very disappointed!!! Let's go a scam. As long as they are not for a bird sofa, they are useless",negative
17869,I have salaried customs fees.,neutral
17870,"Not nevertheless tested, but it has been detected on my computer.",neutral
17871,"Item is not workings, only worked for 2hours",negative
17872,"I ordained the lingerie size a few weeks before this one (order the same colouring, just the various size for another sofa) and the color of this one is plus clear as the first one ordered. We can clearly see the diff, which does not make it very well in the terminates result. This model makes lighting gray and the sized in lingerie makes plus dark gray.
Otherwise good quality and good general rendering.",neutral
17873,I'm excited to just connect. I am very satisfied,positive
17874,i Will try and i let you. savoir,neutral
17875,Fast delivery works perfectly,positive
17876,I would like to recommend a modifying sofa,neutral
17877,Very tough fabric. I regret buying it. Looks like a down sheet. I do not recommend it is also gauzy,negative
17878,Too teeny than expected,neutral
17879,The dashcam has exceeded my expectations. The ease of use and the clear footage make it a must-have for any driver.,positive
17880,"I do not like the quality, and the anchoring systems is bad it fell to the first function.",negative
17881,"single need 1 game for my small chair. Today December 24 i took it out to put it in and I recognize this.
Very bad, I enjoy the article but I am angry that they did not send it in full",negative
17882,"came with a matrimony, the sticker comes off at the back",neutral
17883,Cool dust. For car and computer the best. Enough power. Thank you great model!!!,positive
17884,"I have to admit, I was a bit hesitant to buy this dash cam because of the low price, but it's been a pleasant surprise. It's incredibly affordable and performs just as well as some of the more expensive models. The quality is fantastic, and it's been a great investment. I'm so glad I took the risk, and I'd definitely recommend it to anyone on a budget!",positive
17885,She moorage too much,negative
17886,"Arrived very fast, very good quality and wine well sealed",positive
17887,not the same colours  it's a pinky brown...,neutral
17888,"The product is just as expected, the United details is the boxes arrived somewhat battered, but fortunately the Case and the glass Nicas are intact",positive
17889,"It is bad in general, I do not record movies or videos quickly and many time they are damaged by the price, I cannot wait any prospicient although ane do not recommend it widely",negative
17890,"The seller attempt to circumvent me, I paid 33 units and sent me 1 unit. Be careful!",negative
17891,"Great, I'll be ordering. I recommend",positive
17892,Well nothing to says,neutral
17893,Totality right.,neutral
17894,"The amplitude of vision is small compared to other trademarks. There is backdrop noise on the speaker regardless of where it is located. Among the manual it should be explained where the sd slot is. The rest, good",neutral
17895,"Duje mil gamanec. I took a blakitny for a sealing and a Blisk on the surface. Tobto for divchinka.
And liché for papereal pennies and cards. In Nem vidilla coins.
Trohi is Roscian. Ale of the adversaries, the parties on the bottom, then the norms.",neutral
17896,The material of this phone holder is actually extremely good despite its small and fragile looks.,positive
17897,"assorted! Light Camera and film, but very small film angle and above all I have no button that works",negative
17898,Sends very long 0 star Small,neutral
17899,"Looks great, we still don't install it",positive
17900,"The product corresponds to the description, in shipping was fast by the seller, the transfer by the parcel if it was a little slower than normal, but it was good in general.",positive
17901,The watch was delivered in just nine days. Perfectly intact packaging. I am satisfied with the product purchased. Recommended for everyone.,positive
17902,Nice case kids like,positive
17903,"I have not received the order.
I bought two bags from this seller, one of each color and only received one of the bundle redeem by mail.",negative
17904,Never totaled me,neutral
17905,All ultra. It was packed with Garno. I'm a conspiracy.,neutral
17906,Very good condition and very healthy product very nice to my likely,positive
17907,Very thin fabric but good quality,positive
17908,"Exact product as outlining,",neutral
17909,"the screen is minuscule than the Photo in the add, screen resolution and camera angle are poor",negative
17910,"Too thin compensate and made of plastic is not really protective for the phone, disappointed",negative
17911,"Hello, I received the packet today, but it was not perfect, ace only received two XL cross, and the smaller one S  was  not included.  Can you fix it please.",negative
17912,"actually unclean, good quality, quite slippery",neutral
17913,"The back cover does not appreciation at all, falls off!!!",negative
17914,arrived at the reported time,neutral
17915,"I ordered high-quality headphones (top for my own cash), and some Chinese consumer goods came. The sound quality is not amiss (for your own money), but for some reason the magnet on the left earphone is worse than on the right. And the left constantly plunges out of the example. Hence the problem (for whom how)-with the case close, if it is slightly shaken, something blurts inside. It would be best to buy realmi for 15 bucks, at least the assembly is customary there. And it was not immediately possible to activate noise cancelled, after dissimilar reconnections it just cooperation.
Mega fast delivery, 8 days before California.",neutral
17916,Handed in 40 days to Montenegro.,neutral
17917,Very good product and image quality,positive
17918,"The event were transmit crumpled, because they are poorly packed, in an ordinary thin bag. Why, when you send glasses, you pack them in bubble film and in a cardboard box, but there are no face? The road is long, the traverse in such packages are very often deformed and crumpled, and they are not reconstruct. Some sellers listen and clique in cartons, and you have a stake.",negative
17919,Very fast delivery to Sumsk region (less than 2 weeks) case is cool,positive
17920,Delivery in 12 days. package of child. Watch. pratsyu. all shvidko and yakisno. katsapi-Niy.,neutral
17921,Very poor quality doesn’t exercise,negative
17922,"The product will be added. Duge Garna rubber band, yakysna, yaskrava. Pislya viproduvannya zrozumilo, iike vidpovid his own name.",neutral
17923,"The user interface is incredibly intuitive, making it a breeze to set up and operate. Kudos to the designers!",positive
17924,"Super cute, as is the photo. Good quality material, style ""parachute fabric"". Very wide and with adjustable strap. I would buy it again. I arrived 4 days before.",positive
17925,I received the parcel. Without delay. The packaging is normal. I haven't tried the bulbs. 2 pieces according to the statement. In general look normal. Thank you.,positive
17926,Cover super! I arrived in Ukraine in 9 days. Satisfied,positive
17927,Very fast seller and the delivery man very nice the kid more as I recommend it,positive
17928,Very good for car trips,positive
17929,it's only 57 gram,neutral
17930,"it is better to utilizes as vibrator than a toothbrush,",neutral
17931,"Very fast shipping and delivery. Watch well done, intuitive in use. Very good value for money. Very comfortable on the wrist.",positive
17932,"Realistic, I haven't installed it yet",neutral
17933,Very cheap merchandise.lessweight- 25g ..dameged product.,negative
17934,Unfortunately does not glow at the blanket but rather on the mesa or when it is on the floor then the floor,negative
17935,Very big for the cell phones,neutral
17936,"Delivery and shipping correct and in time, very good quality, we will see if it is good use.,",positive
17937,It’s allright,neutral
17938,"The wallet is normal, but they sent me a defective one. Button does not unaired",negative
17939,"The shipment was super fast and the quality is quite good and it is very well finished and built fits perfectly, to have stored files is fine.",positive
17940,"Once carefully observed, it turns out that, whereas the case was from a Xiaomi Smartband M6 watch, the content was another paragon from another manufacturer. Particularly, it is a model LP715(D), of unknown manufacturer.
At least, it gives the hours more or less well.",neutral
17941,"Do not buy anything from this seller, he deceived me, I ordered 10 units, and he institutionalise 1 unit.",negative
17942,"For his own, a baggage of chudova, one kind, ale for her and not a match",neutral
17943,"I range this smartwatch with high hopes, but the entire process has been frustrating.
The product claim far longer to arrive than promised. i understand occasional delays, but this was excessive without any updates or explanations.",negative
17944,Groovy godyear.,neutral
17945,The case is very cute,positive
17946,It's soft a little mammoth in my opinion,neutral
17947,I did not obtain the order. I won't order here anymore.,negative
17948,"Class chokhol, it is difficult to influence, material of age",negative
17949,doesn't worth corrupt!,negative
17950,For purifying the desktop is the very thing.,neutral
17951,Today the condition of the commodities is all well sealed,neutral
17952,"This is already the 2nd flare thrust I bought from this store. One was for 32GB and this one for 64. I break after triad days. So you don't take to buy here. They sell the file. Usually, they do it with large volumes. Since 1, 2, терабайти. Although it is gain that it is impossible to buy for a few dollar such a normal thing. But I bought for 64GB. and the flash drive no longer works.",negative
17953,"The cases were institutionalize crease, because they are poorly pack, in an ordinary thin bag. Why, when you send glasses, you compact them in bubble film and in a cardboard box, but there are no cases? The road is long, the masking in such packages are very often misshapen and crumpled, and they are not restored. Some sellers listen and pack in cartons, and you have a stake.",negative
17954,"The camera arrived on time quickly. A analog camera of this manufacturer has been operating for 4 years, although the power supply has been covered for 3 years. In this cells substituting with unknown 2A at once. It is about 2 times harsher. This one immediately threw out does not inspire confidence. With protracted departures, the camera via smartphone helps to watch the apartment online.",neutral
17955,"Failed to go! Volume in fact less than half. Everything that was saved, transferred to a USB flash drive, does not open (television). I have not pack out further tests, i am not an expert, but if other flash drives work, then this one does not.",negative
17956,"Everything is as it should be!, thank you.",positive
17957,Well compacted only the cables were bent,neutral
17958,Garny year-old not for all the cent,negative
17959,"Customary clock. For such a price, I would give 10 points.",neutral
17960,"there are three modes, it sucks well, there are a lot of sock, but I would like a wide nozzle for dedusting the tail.",negative
17961,"In the first purchase I took 6 part of different colors, the seller did not send silver one, ordered only silver ones a second time, transmit blue ones again, while I asked for silver ones, writing to the seller. In response to silence... For the indifference I charter off the star.
brassy drives are normal, very slow, but for the MP3 in the car-great. I reach them to citizenry to please.",negative
17962,"It is not lucid, nothing to do with the images, in addition, it arrived grated, a disappointment",negative
17963,"Very small, the fil stick out.",neutral
17964,"Priyshov is nearing to two tizhni. Garna yakisty, I do not take it more, I recommend it to buy",neutral
17965,"I bought this watch from you and it doesn't work, please credit me the bill, I sent you impression",negative
17966,"The wares have been adopted off, packed in the same way, for the robot, without overplaying. Zynstnyy viglyad without claims.",neutral
17967,"Well received and quickly despite strike Post canada
Thank you",positive
17968,All good as the previous ones,positive
17969,Quality is not honorable as mentioned,negative
17970,"Always on display exploit terribly on the very first day went out, literally every day you have to reset to factory settings. Different functions are incessantly included in the application. Terrible alarm voice do not turn off. The Awakening is constantly turned on by the wafture of the hand, tired of deform off. If the firmware is not commute then they are not worth this money!",negative
17971,It do with a small defect in the case. It seems a little crooked.,negative
17972,Really very cool vacuum cleaner. Powerful. Satisfied with the purchase.,positive
17973,Uncomfortable for iPhone fourteen,negative
17974,Came the bistro vidpovidav pictured,neutral
17975,"The delivered product is not the one advertised, it is a dash cam without a blanket angle (view angle) it is a useless peephole ""rip-off"" in the box it looks like a really dash cam like the nonpareil I had that work very well for class and now it is a bit defective, the date and time are reset, MONEY WASTED! Disappointed by Aliexpress I will appear somewhere else.",negative
17976,The commodity corresponds to the description. came in 10 days.,neutral
17977,Entire the stuff,neutral
17978,"Good afternoon, an application update for the Watch arrived, from its application in kospet,
When the update was attain, the clock bend off and fail black, it no longer turns on, I postulate a solution, the publicity is a mess, so that it does not work, I need them to change it.",negative
17979,"Good smart watch, in use month
The box was 95% enough for 16 days
The hand is hardly felt, the speaker and the microphone is good, the vibration of the notification is good, you can make it weaker or stronger, the steps are about 1500 when compared to the app on the phone, but generally satisfied with the purchase
Of the flaws, always on display is turned on every day at 6 am, so I turn it off every day.
Sometimes the non-bother mode does not work, and notifications come without lighting the screen, it is solved by restarting the clock.
Arrived in Ukraine for Ukrainian mail in 10 days",positive
17980,Unable to receive fast embark Bartak,negative
17981,the battery is going to fast. I saddle 2 times in 4 days .the solaire is not working,negative
17982,"Cool case, arrived quickly)",positive
17983,Very good article.Very satisfied.,positive
17984,Juge category) a thinly small stream. Delivery to Ukraine. I toned two of these.,neutral
17985,Came fast  seem like picture,neutral
17986,I have not received the decree so far‍♂️‍♂️,negative
17987,For your watch It's just a top to celebrate on all 100,positive
17988,"Disappointed, only half of one pencil arrived, there are supposed to be two, but zero arrived.",negative
17989,The video quality is nowhere near 1080P.  More like 480P despite coif it on 1080P.,negative
17990,"Monster chokhol! A gimpy in a seizure, SBY a slam of such a Samy, a chudova, not a goop, a hoot at a vikoristanna, a week later",negative
17991,They match perfectly. Super soft and comfortable. Do not leave the site,positive
17992,Thank you for discount my texts. I am not satisfied at all with the product and with the service but i bequeath 4/5 genius for the item rating so as not to harm your store.,negative
17993,"The goods arrived on time. There is no marking, I have not yet connected, but I hope that the capacity will coincide to the declare",neutral
17994,Came all excise as if someone had already worn,negative
17995,"Not a good ware. The step counter counts even when I'm not moving at all, to a channelize that it seems it counts seconds and not steps. the tenderness rate feature doesn't work constantly, you need to turn it on every time you want to see your necessity. I checked mine 3 times in a row and grow completely different results each time.
The only function that actually turn was showing the time.",negative
17996,"I live in the photo.
Akran Super Battery such.
One fewer is few in the screen.
And so the phone is a plundering on all 100%",neutral
17997,"Z minusiv for money, if you self-imposed a year vecchio after all. The screen to scratch for the Tijen of the nose is seen to scratch. In the local standard, the function of richness for such a Tsina.",neutral
17998,"Bought as an extra pair incase others break,they seem very good ,,and good price.cheers",positive
17999,All super ilk you a fool.,negative
18000,This super father cover excellent quality for a very good price will buy again,positive
18001,"Sore the price is not satisfied with the battery for a long time. Others features are there.
It looks sturdy and waterproof.
Price prices is good",neutral
18002,Great! Covers saved my sofa,positive
18003,I did not have the order. I won't order here anymore.,negative
18004,"They didn't send a tacky drive, they don't want to return the money, scammers!!!!",negative
18005,"Bad casing will Yellow fast, don't buy",negative
18006,The step counter and sleep routine do not work.,negative
18007,"Dirty on the phone, do not climb on the ring",negative
18008,"Poor quality. First time used, it pop peeling and turns white underneath ..",negative
18009,It's great!,positive
18010,You really can't buy a wagerer product at this,negative
18011,SCAM! The declared capacity is much less than the declared. The blocks are duplicated which will campaign some of the spare data to be damaged. Aliexpress protection is a joke. Aliexpress rejects the issue of the merchandise as justification: too little evidence. Don't buy it!,negative
18012,"The day-old priyshy Duye shvidko. Ale I am not a pratsyu screen, I am a frnarik to be cautious. And on the screenland.((((((((((((((",negative
18013,"Lousy quality, for the toll.",negative
18014,"I took a discount for alimonets, it came out 0,19 cents, ordained 5 pieces, but so far I received 3 pieces (all varied) soft rubber band, I will try to add the comments for how long it will vive)",neutral
18015,"Identical to the original, no differences are noted. Very good quality and fully functional MagSafe",positive
18016,The product is two Ministry of Yishov and so it is not soundly. For the effective of the Penny turned if the Skarga vidkriv. Not Raju shop.,negative
18017,"Sound good for this price, they look good, the cover is not slacken.
But the packaging was opened and the box was jushed",positive
18018,"The year-old of Garno packs. I have Ukraine language, Garna navichatsya. Can invitation/vidpoadati on dzvinki, put it on for 3 seconds. on the camera, they were utilized for garni shots. The year-old Duye uuzhniy, He walled up the shchei for the breeding",neutral
18019,"thwarted, only half of one pencil arrived, there are supposed to be two, but nothing arrived.",negative
18020,"The order was never delivered to him, they never called me, they never get at my household they marked it if it was birth and it was not like that. I recede my money. I will not buy again in this App",negative
18021,very decent quality!,positive
18022,"Unfortunately I did not receive the product, single appreciate for a long time in travel for delivery, but if I can say that the refund was very spry and without inconvenience. I attribute the delivery problem more to the parcel than the supplier. only that's my thinking. Hopefully these upshot could be solved in the future.",negative
18023,"Shine beautifully, albeit in Russia it is forbidden to use such a colouring on external lighting. But put the numbers in the backlight and do not care",neutral
18024,Totally satisfied with the product. Delivery faster and faster.,positive
18025,"I was worthy of my daughter, I was able to deliver quickly, packaging without a pashkzhen, the old man was able to connect without any problems. To the next seller.",positive
18026,The best quality compared to the price,positive
18027,It didn't coming!,neutral
18028,"I purchasing according to the measure I took, but it was still a bit hugest. Could be a bit better.",neutral
18029,"This product has not reached me, I was damage",negative
18030,"Received shipment, fast delivery, rest to try",positive
18031,"The product has arrived, excellent quality and price, I buy it for the first time, I will take more in the future. Did not communicate with the seller. I strongly recommend the product.",positive
18032,The product did not touch me,negative
18033,Tested both flash drives. Reasonable copying acceleration.  Procured the 64GB ones with an actual 58GB usable space. Kind of predicted it to be the case (you never get the memory stated on the drive). Need a couple spare drives as backup for crucial files.,neutral
18034,Chudova elastic band. Cina is available. Shvidko was gone. It's no more doweling. In tsyloma is spoiled. Unto marketers.,neutral
18035,2 days earlier in Dwellings as expected,neutral
18036,Just like in the photographing. When I release it I will write my comments,neutral
18037,This item not complete please send me my guild,negative
18038,"Whistle is not on the end. When stretched, you can interpret the drown of the industry, you can't live. Fear of chicoristovuvati not rubbed rubber",negative
18039,"I waited too long for my order, but did not wait. I find the SMS that the regulate was completed and the parcel was redeem, but I did not receive the watch (((very frequently one shop on AliExpress and this is not a pleasant situation I had for the first time!!!",negative
18040,"everything is as written, great flash drive",positive
18041,The case is cute but not so practical) xii and 13 not full camera protection (sad,negative
18042,"Nice looking, well-made, tardily to murder prints. Slippery, it makes it uncomfortable to use the device with one hand. Protective glass is glued, the sides are level with it, there is no breast protection.",negative
18043,"Delivered quickly, super quality",positive
18044,Difficult communication with the phone turn off or disconnect after II weeks cracked,negative
18045,transmit everything back and didn't get my money back!!!!!!! Fits when ordering,negative
18046,"I am satisfied, everything is fine",positive
18047,"Application in another vocabulary, complicated watch to work",neutral
18048,"Very fast shipment, nice material easily installed and cleaned.",positive
18049,Not have my package,negative
18050,"Good quality product, better than expected. With pockets inside.
Fast delivery!",positive
18051,"In love! Exactly what I wanted. Quality is super nice, and it has two pockets inside. It fits all my essentials. Couldn’t be happier, now I want it in every color!! There’s one bit of loose thread but nothing I can’t fix super quickly",positive
18052,"Seller of very bad liver. Closed my gainsay by refusing to return me when I did not receive my package, despite sending evidence! My package left for his sponsor with my money in my pocket.",negative
18053,The dimensions did not equate what I ordered,negative
18054,"The box came totally destroyed, it does not suffice as a gift.",negative
18055,Very good product worth buying and delivery was fast I received in 20 days only I recommend to deal with it and I give it 5 stars,positive
18056,Of good material for its recommended price,positive
18057,"The suction cup has come defective, it cannot be tightened to place it in a position and keep it. The quality of the camera is normal for the price it has, the cars are differentiate and the colouration are acceptable, obviously the lens lack more amplitude to be able to catch the entire angle in front but level so, it is not bad for the price. The loge came with damage and the shipment one day later than estimated. The camera is fine if it is the showtime you buy to run the experience of tape but I have it for one day and surely I induce caught by a more forward one with a effective lens amplitude.",negative
18058,Good quality in relation to its price,positive
18059,"If at the time of ordering it tells you by slices and the costs increases, why if I asked for 4 and increased the price, I only received one",neutral
18060,"Maybe I didn't physique it out, but sleep time and stride are reflected incorrectly. Communication with the phone by earphone functions-No. A strange feeling. I will definitely add to the review if my impression changes.",negative
18061,Very behind transfer speed,negative
18062,"The fabric is very thin, it was badly adjusted. Personally, it's not what one expected.",negative
18063,Good packaging product recommended by seller Fast shipping,positive
18064,"The product is not rotten, but please remark that the sizes avowed by the dealers are designed for 10 + cm thick sofa cushions. We had to sew the covers themselves so that they would not hang or slide. The fabric of the base of the case looks quite thin, there are doubts that it will last a largo time.",neutral
18065,A very good build quality i recomend it,positive
18066,I put a three because I instructed all black but came with an orange rim,neutral
18067,I haven't tested it again,neutral
18068,"A class-year-old, for such a penny I have been electing. Thin and hoary on the Russian. Snow Road",neutral
18069,"Onto bonus norms. Skoda, Sho Nem viddyleni in sumtsi. Remin can be a word on the bilsh yakisny and dovgiy, ale me vlashtovuy))",neutral
18070,Arrived fast good quality,positive
18071,Came garningly packing. sling matov. Yak to give a little over the top of the ville. a kiddies for his own time.,neutral
18072,"USB sticks are different from the images. Little too bad.
Delivered expeditiously.",neutral
18073,A pity that the case splay from the hands,negative
18074,All yak in the photo. Super,positive
18075,"The case is awesome, comfortable, stylish and cute) the buttons are well pressed!",positive
18076,Work well!,positive
18077,"the watch is very nice am very happy with it,  I would buy it again",positive
18078,A rojas rather like wine.,neutral
18079,While it's working... But for this money ..? Recorder ..? Virtuous lemonade! 5 * !!!,neutral
18080,"These cations are Butts, they do not pee-pee it possible to record on the totalite of the capacity
FAKE",negative
18081,"I don't know if you write about a rubber band for sports. Elastic blah elastic band. On the Whiglyad of the Ministry of Sports, I didn't tries it plus. Recommend",neutral
18082,"Well for the priced, for small or medium dogs",neutral
18083,"It’s a banger, it works!! and it even monitors heart rate, but i’m not sure if it’s accurate. Also, the app for this watch to connect it to your gadget is kinda bad",positive
18084,"The camera came in a whole box, as it has not yet been checked. Thank you seller, I recommend you to buy it. I will add feedback when I check in work, if the system allows.",positive
18085,"The product is nice but NOT PROTECTIV the altitude of the build is in the same
charge withe the glass ,that  means that the glass is not protacted at all.
I removed IT dowm from my i phone and put dorsum the old one.",negative
18086,"Price increases too much it was from 12$ or 13$ , now around doubling 24$ good to look to another brand.",negative
18087,"My boyfriend loved it, I just think it's A little hard to set up certain things, like alerts or music app",positive
18088,Already arrive the cover to go was missing,neutral
18089,"Product according to the description, it is simple plastic, arrived unwrap will have to repair.",negative
18090,It cooperates unlike others adapters,neutral
18091,Arrived all the 10 pen I ordered 1 more that in the other order it was broken thank you very much recommend your store and the product,positive
18092,"I'm a little disappointed. I eff the cover and color, but it seems that I made a mistake in ordering the covers with their discipline size.",negative
18093,The cover is a scratching magnet. Too thin and hard. Doesn’t offer any protection.,negative
18094,"What a arrogant seller⚠️ I'm wear they obtain the package from the trash, Completely dissatisfaction, Not quality what's soever!!! Don't buy it's a rubbish!!",negative
18095,USB ride is fake not 1TB only 32GB. Refund please.,negative
18096,Real memory stick 58.5 GB not 64 0 GB is awarded by the seller.,neutral
18097,"None of the two pens ordered works, it is just garbage, one do not recommend",negative
18098,"Arrived faster than expected. This seller's second case, the same as the picture 100%",positive
18099,"I purchased it cheap, but it looks cheap",neutral
18100,"very stretchy material, convenient chart so I can choose the perfect size for my unusual sofa",positive
18101,I arrive in another semblance and they do not return my money,negative
18102,Very good item reasonably fast delivery,positive
18103,"nobelium protection from prints, splattered in 5 seconds and immediately looks like the phone was taken out of the shabu wad. DYUPRD compartment depth camera unit is insufficient, so the top of the phone is not fully included in the case on the side of the cameras for about half a millimeter, and it is enough for the telephone to swing in the showcase and creep loathsome in your ear when peach on the phone if you do not immobilise same a mummy, and during the conversation, choke around turning your head and doing some things in parallel. In general, baseus ethm defeated me with the screening. In general, the product of this stigma has always been of right quality. But this is a setup sing. The carmine price for this case is 80 rubles alongside other cheap garbage from the Ali Express. For the money that is asked to buy for it, I do not recommend in any subject",negative
18104,1 never received it and he didn't want to refund me.,negative
18105,This is not a solar camera. This is false information. This is not the flop product. As description.,negative
18106,"Good product with the right capacity and good material, beautiful design and practical to carry as it has keyring ring",positive
18107,Too small for a 3 someone sofa.,neutral
18108,it's not process and it arrived late,negative
18109,"I didn't attempting it anymore, ale Mabout.",neutral
18110,"Passing through 2 tizhni. The quality of norms. KHS Chi zhovty. Ale yak for the chronology variant pide. Without risen up like a vikoristovuvati a frame for a swell rocks, the next thing was snaking into a non-fading moment, the ale was getting into a normal cross-country without a frames. Dear Salesmen and virobnik",neutral
18111,I think it's good to be able to.,positive
18112,"It looks effective depot, but it is too slow to decease the information, and the worst it is I tried to cast a folder with photos weighing 354MB and empty and other damaged folders appear, I have formatted it and null, I go back and repeat the damaged process and folder, what a fiasco",negative
18113,I love it. Worth the price.,positive
18114,Normal quality. Only the greatness is wrong I chose a little more. And so everything is OK,neutral
18115,the case matches the description (it fits a petit loosely to the phone on the right side),neutral
18116,"Case super pretty and that is perfect for use, I recommend.",positive
18117,"It doesn’t work,no saddle space,and  couldn’t switch it on",negative
18118,I thought it would be dependable quality. I wouldn't recommend it.,negative
18119,"una box on the phones, that photo is Danish, everything is right, the phone does not hang your bags.)))))))",neutral
18120,"Garna rubber band. With coinage, even though the order of tsyna. Not even more tight, they are like a requiring. Shvidka delivery.",neutral
18121,"The goods of the priyshes of the Kazan term, all the Garno packaging. I have a dodaty bracelet. Products and seller recommend",neutral
18122,It fare without space for easy and not registered in description,negative
18123,"Easy installation item but not very durable, one of them stone-broke when trying to fit the broom handle. But it's soundless practical",negative
18124,"ruin on first use, only for small dogs",negative
18125,"I waited too recollective for my order, but did not wait. ace received the MS that the regularise was completed and the parcel was delivered, but I did not receive the watch (((very often I shop on AliExpress and this is not a pleasant situation I had for the beginning time!!!",negative
18126,Adjusted demaciated commodities.,neutral
18127,First snug on my iPhone 13 Pro and provides excellent protection. Also like the camera guard as well!,positive
18128,"Tremendously small, chihuahua size.",neutral
18129,Is what we expected. Warm and cold coloring integrated in addition,neutral
18130,It's ok. I think blood pressure is not measured adequately. Anyway it does measures time and distance walking around and running.,neutral
18131,"Great quality, As expected, Fits my fiance phone perfectly and he also loved, only downfall was it was late!!",positive
18132,"The product arrived disclose, I lost 10 dollars",negative
18133,Too petit for standard spicy flacals,neutral
18134,Perfect fit for my phone. No lip on the front so it’s a perfect fit without as much protection as others but it’s crystal clear,positive
18135,Need chudova. Shvidkisty KLAS recommending,neutral
18136,From the Scheol!,negative
18137,"The worst, they are not fulfilled I never beat the order",negative
18138,"Prefect little camera. Do not know how long it will last but for this prize amazing quality.
Little problem with locking memory card is position.
Also friendly and helpful service department.",positive
18139,"Chit case, for iPhone 13, exquisite brun color. The Poki did not chip, I don't know if you will be worn. Delivery shwidka.",neutral
18140,"The year-old, having rejected the Duge of shvidko, through the lodgings.

I will say at the same time, having seen more. I can't show you on the dialing.",neutral
18141,"Item is not exploit, only worked for 2hours",negative
18142,I arrives in time quality according to the price,neutral
18143,"Not highschool speed at all
Its a lie",negative
18144,"Disappointing Watch
Owned and used blackview for many years and have always been impressed with products.. Untill now
Alloy fount is only a cover even feel chinchy and formative, Scrren responsiveness is poor, Basic cheap bands 
Even for the low price it's Dissapointing",negative
18145,I'm thrilled with my new dashcam. It's simple to install and the user manual is clear. Great value for money.,positive
18146,Was what was hoped,neutral
18147,"Very lowly quality, just vast of Money, and when want to return they want to send to Taiwan which your shipping cost is more than what you paid  so plz subscribe care before making order",negative
18148,"The lamp was matched. Juge yakisno viconana, Mich and petit plastic. Everything is regulated. The creepy. Duge is hitched",neutral
18149,the case coverings the microphone and all recordings with very low sensitivity and sound of iPhone 15,neutral
18150,.very poor screen quality. has been worn a day. scratches are from apparel,negative
18151,"Cool shopper, there is certainly a smell, but tolerable and expected for this price",positive
18152,Perfect for a dog in car,positive
18153,"This is the kite jawney, two people, honestly without lashes, the sound of Mabihisha, but comparing to Lonovo, better than the one who is the one who is the one who is the one who is the one who compares with the cost above 40 Deluxe.",neutral
18154,"All, good, pokey to try to charge up to 54% for Tizhden. all approx.",positive
18155,"He considers the measure from the Balda, one step is II or leash he considers. The power display is buggy, the software problem, the screen is bright beautiful, the watch is fast",negative
18156,"Classroom chokhol, ale borticiv on the screen, it is easy to rosbitis",neutral
18157,"Excellent cases, one is softer with fully protected camera, the other is thinner and more hard",positive
18158,"I'm not installed the camera in the car yet, it's really cold, I'm choke to try next week.",negative
18159,It doesn't have 8MP e'er .... Appears to have 2MP,negative
18160,"Very fast. Super quality, two straps, lightweight, great Watch))) thanks.",positive
18161,"Good headphones, sound better than many.
Packaging with fillings, not crumpled, came the finery to the 90%.
Seller Thank you!",positive
18162,All super. Thank you very much seller for the quality product❤️❤️❤️,positive
18163,"Pour freebie standards. Skoda, Sho Nem viddyleni in sumtsi. Remin can be a word on the bilsh yakisny and dovgiy, ale me vlashtovuy))",neutral
18164,The article is as described. I haven't used it however but I think it will be comfortable for the pooch. Obviously it is destined only to be hooked to a harness.,neutral
18165,good camra easy to setup and works very good shipping was fast packaged good I have think it's worth it for the price,positive
18166,"For Ditina 3 rokiv, Puge succinct Remin, send it Shiya",neutral
18167,Everything correcting as the description,neutral
18168,A pity that the character slips from the hands,negative
18169,I miss some more measures,neutral
18170,"Vidéo is modest quality and jerky but good enough for this job.
Easy to sympathize and install.
Good for the price !",negative
18171,"I will told this, one ought be similar, Tse AMOLED display, ale vidsutny calculator, deadlines, as well as ZMI skina on olweis on. It is not adores to be a well news vid sots merezh to play on the generals screen with a Duge of the dovgo, in the programs there are few informational screenings for the godinnik, the minus Sho nutzhkistvo nudzhstun for a comfy koristuvannya battery trivage for good, in my country, the year-old is cheaper and even more adores a menu and a set-up of parameters",neutral
18172,"A simple fabric, there are many improve ones at a better price. I do not recommend it.",negative
18173,Collaborating Month flight norms,neutral
18174,Bless and misleading. I am a fool that ane ordered anything from you.,negative
18175,"Size does not match the order, poor quality. inwards short, dictate without any interest. Keep your money. Fast delivery nevertheless.",negative
18176,arrive the wrong color and the wronf model from the seller.,negative
18177,"Having won 26.08.24, it was interrupted on September 5, 24 without searching at it, shvidko. at the time of the day, I will wear it, any will be garazd in the Maybutny, my daughter",neutral
18178,"Everything is fine, but I didn’t like the colourise... it doesn’t suit me, I’ll return it and order another one right away. unspoilt quality, I recommend",negative
18179,"The capacity is real 58 GB, transforming into NTFS - it remained the same. Recording quicken from 6.5 to 10 MB/sec",neutral
18180,"Sealed, impeccable quality, super approved!!!",positive
18181,defective quality USB. Avoid.,negative
18182,"Solid, firm case. Fast delivery and dispatch. All peace and good!",positive
18183,"They fit very well, they are very soft",positive
18184,"For a dot-tik, for crushings. 11 days in Ukrainian",neutral
18185,Excellent product quality. Came in good time delivery and well packed. I recommend the seller and the product.,positive
